orthogroup_2	GCF_000005845.2|NP_414648.1
orthogroup_2	GCF_000006925.2|NP_706061.1
orthogroup_2	GCF_000006945.1|NP_459147.1
orthogroup_2	GCF_000009065.1|WP_002209321.1
orthogroup_2	GCF_000018045.1|WP_012134059.1
orthogroup_2	GCF_000025565.1|WP_013095586.1
orthogroup_2	GCF_000069965.1|WP_012368229.1
orthogroup_2	GCF_000240185.1|YP_005225127.1
orthogroup_2	GCF_000270125.2|WP_014592919.1
orthogroup_6	GCF_000005845.2|NP_414963.1
orthogroup_6	GCF_000006925.2|NP_706321.1
orthogroup_6	GCF_000006945.1|NP_459436.1
orthogroup_6	GCF_000009065.1|WP_002208652.1
orthogroup_6	GCF_000018045.1|WP_012133553.1
orthogroup_6	GCF_000025565.1|WP_006176899.1
orthogroup_6	GCF_000069965.1|WP_004245105.1
orthogroup_6	GCF_000240185.1|YP_005225431.1
orthogroup_6	GCF_000270125.2|WP_013024878.1
orthogroup_7	GCF_000005845.2|NP_414995.1
orthogroup_7	GCF_000006925.2|NP_706355.1
orthogroup_7	GCF_000006945.1|NP_459470.1
orthogroup_7	GCF_000009065.1|WP_002208616.1
orthogroup_7	GCF_000018045.1|WP_012133513.1
orthogroup_7	GCF_000025565.1|WP_013095890.1
orthogroup_7	GCF_000069965.1|WP_004245072.1
orthogroup_7	GCF_000240185.1|YP_005225488.1
orthogroup_7	GCF_000270125.2|WP_014593090.1
orthogroup_14	GCF_000005845.2|NP_415575.1
orthogroup_14	GCF_000006925.2|NP_706979.2
orthogroup_14	GCF_000006945.1|NP_460129.1
orthogroup_14	GCF_000009065.1|WP_002211010.1
orthogroup_14	GCF_000018045.1|WP_012132871.1
orthogroup_14	GCF_000025565.1|WP_044158657.1
orthogroup_14	GCF_000069965.1|WP_004244184.1
orthogroup_14	GCF_000270125.2|WP_014593409.1
orthogroup_22	GCF_000005845.2|NP_416467.1
orthogroup_22	GCF_000006925.2|NP_707841.1
orthogroup_22	GCF_000006945.1|NP_460940.1
orthogroup_22	GCF_000018045.1|WP_024130229.1
orthogroup_22	GCF_000025565.1|WP_169746050.1
orthogroup_22	GCF_000240185.1|YP_005227746.1
orthogroup_22	GCF_000270125.2|WP_013026196.1
orthogroup_22	GCF_000762985.1|WP_043407150.1
orthogroup_23	GCF_000005845.2|NP_416683.1
orthogroup_23	GCF_000006925.2|NP_708077.1
orthogroup_23	GCF_000006945.1|NP_461161.1
orthogroup_23	GCF_000009065.1|WP_002208826.1
orthogroup_23	GCF_000018045.1|WP_012131578.1
orthogroup_23	GCF_000025565.1|WP_013097985.1
orthogroup_23	GCF_000240185.1|YP_005227977.1
orthogroup_23	GCF_000270125.2|WP_015699894.1
orthogroup_25	GCF_000005845.2|NP_416783.1
orthogroup_25	GCF_000006925.2|NP_708162.1
orthogroup_25	GCF_000006945.1|NP_461262.1
orthogroup_25	GCF_000009065.1|WP_002210272.1
orthogroup_25	GCF_000018045.1|WP_012131498.1
orthogroup_25	GCF_000025565.1|WP_008500212.1
orthogroup_25	GCF_000069965.1|WP_004243688.1
orthogroup_25	GCF_000240185.1|YP_005228037.1
orthogroup_25	GCF_000270125.2|WP_014605380.1
orthogroup_33	GCF_000005845.2|NP_417229.1
orthogroup_33	GCF_000006925.2|NP_708554.1
orthogroup_33	GCF_000006945.1|NP_461853.2
orthogroup_33	GCF_000009065.1|WP_002209389.1
orthogroup_33	GCF_000018045.1|WP_012134865.1
orthogroup_33	GCF_000025565.1|WP_013098502.1
orthogroup_33	GCF_000240185.1|YP_005228486.1
orthogroup_33	GCF_000270125.2|WP_013026921.1
orthogroup_36	GCF_000005845.2|NP_417482.1
orthogroup_36	GCF_000006925.2|NP_708825.1
orthogroup_36	GCF_000006945.1|NP_462077.1
orthogroup_36	GCF_000009065.1|WP_002212173.1
orthogroup_36	GCF_000018045.1|WP_012135142.1
orthogroup_36	GCF_000025565.1|WP_013098714.1
orthogroup_36	GCF_000240185.1|YP_005228856.1
orthogroup_36	GCF_000270125.2|WP_013027223.1
orthogroup_46	GCF_000005845.2|NP_418282.1
orthogroup_46	GCF_000006925.2|NP_709644.1
orthogroup_46	GCF_000006945.1|NP_462860.1
orthogroup_46	GCF_000009065.1|WP_002211538.1
orthogroup_46	GCF_000018045.1|WP_012131184.1
orthogroup_46	GCF_000025565.1|WP_013099236.1
orthogroup_46	GCF_000069965.1|WP_004246116.1
orthogroup_46	GCF_000240185.1|YP_005224479.1
orthogroup_46	GCF_000270125.2|WP_013024100.1
orthogroup_46	GCF_000762985.1|WP_043409940.1
orthogroup_49	GCF_000005845.2|NP_418454.1
orthogroup_49	GCF_000006925.2|NP_709889.1
orthogroup_49	GCF_000006945.1|NP_463091.1
orthogroup_49	GCF_000009065.1|WP_002212086.1
orthogroup_49	GCF_000018045.1|WP_012907714.1
orthogroup_49	GCF_000025565.1|WP_000202963.1
orthogroup_49	GCF_000069965.1|WP_004248313.1
orthogroup_49	GCF_000240185.1|YP_005224555.1
orthogroup_49	GCF_000270125.2|WP_013024151.1
orthogroup_65	GCF_000005845.2|NP_415410.1
orthogroup_65	GCF_000006925.2|NP_706775.1
orthogroup_65	GCF_000006945.1|NP_459936.1
orthogroup_65	GCF_000009065.1|WP_002211339.1
orthogroup_65	GCF_000018045.1|WP_024130483.1
orthogroup_65	GCF_000025565.1|WP_013097320.1
orthogroup_65	GCF_000069965.1|WP_012367705.1
orthogroup_65	GCF_000240185.1|YP_005226101.1
orthogroup_65	GCF_000270125.2|WP_041930731.1
orthogroup_72	GCF_000005845.2|NP_416332.1
orthogroup_72	GCF_000006925.2|NP_707304.1
orthogroup_72	GCF_000006945.1|NP_460787.1
orthogroup_72	GCF_000009065.1|WP_002211068.1
orthogroup_72	GCF_000018045.1|WP_012132054.1
orthogroup_72	GCF_000025565.1|WP_003859914.1
orthogroup_72	GCF_000240185.1|YP_005227648.1
orthogroup_72	GCF_000270125.2|WP_026020938.1
orthogroup_76	GCF_000005845.2|NP_416684.1
orthogroup_76	GCF_000006925.2|NP_708078.1
orthogroup_76	GCF_000006945.1|NP_461162.1
orthogroup_76	GCF_000009065.1|WP_002353954.1
orthogroup_76	GCF_000018045.1|WP_012131577.1
orthogroup_76	GCF_000025565.1|WP_013097986.1
orthogroup_76	GCF_000240185.1|YP_005227978.1
